exp-id,피쳐명,설명,used_in_ml,원천 데이터,계산 방식,데이터 타입,단위 (보류),time window,결측 처리,이상치 처리,누수 위험,품질 기준,사용 여부,비고,담당파트
ml-09,gatherscatter__receiver__in__predecessor_account_count__w1d,receiver 계좌의 과거 1d predecessor 계좌 수,,,현재 receiver 계좌 주변 predecessor/successor 상태를 현재 거래 시점 이전 1d 제한 window에서 집계; 샘플 우선,numeric / int,개,현재 거래 시점 이전 1d,predecessor 없음은 0,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,Stage 5 샘플 우선. full 기본 포함 금지,ML
ml-09,gatherscatter__receiver__out__successor_account_count__w1d,receiver 계좌의 과거 1d successor 계좌 수,,,현재 receiver 계좌 주변 predecessor/successor 상태를 현재 거래 시점 이전 1d 제한 window에서 집계; 샘플 우선,numeric / int,개,현재 거래 시점 이전 1d,successor 없음은 0,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,Stage 5 샘플 우선. full 기본 포함 금지,ML
ml-09,gatherscatter__receiver__bidirectional__pred_succ_count_ratio__w1d,receiver 계좌의 과거 1d predecessor/successor 수 비율,,,현재 receiver 계좌 주변 predecessor/successor 상태를 현재 거래 시점 이전 1d 제한 window에서 집계; 샘플 우선,numeric,비율,현재 거래 시점 이전 1d,분모 0은 결측 또는 0 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,Stage 5 샘플 우선. full 기본 포함 금지,ML
ml-09,twohop__sender_receiver__temporal_path__count__w1h,과거 1h 2-hop path 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 1h,path 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,twohop__sender_receiver__time_valid_path__count__w1h,과거 1h 시간 순서 유효 2-hop path 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 1h,path 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,twohop__sender_receiver__amount_conservation_ratio__w1h,과거 1h 2-hop 금액 보존 비율,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 1h,path 없음 또는 분모 0은 결측 처리 정책 확인 필요,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,cycle__sender_receiver__triad_cycle_approx__count__w1h,과거 1h 3-node cycle 근사 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 1h,cycle 후보 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,bipartite__sender_receiver__component__density__w1h,과거 1h local bipartite component 밀도,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric,밀도,현재 거래 시점 이전 1h,component 없음은 0 또는 결측 처리 정책 확인 필요,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,bipartite__sender_receiver__component__edge_count__w1h,과거 1h local bipartite component edge 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 1h,edge 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,twohop__sender_receiver__temporal_path__count__w6h,과거 6h 2-hop path 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 6h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 6h,path 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,twohop__sender_receiver__time_valid_path__count__w6h,과거 6h 시간 순서 유효 2-hop path 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 6h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 6h,path 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,twohop__sender_receiver__amount_conservation_ratio__w6h,과거 6h 2-hop 금액 보존 비율,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 6h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 6h,path 없음 또는 분모 0은 결측 처리 정책 확인 필요,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,cycle__sender_receiver__triad_cycle_approx__count__w6h,과거 6h 3-node cycle 근사 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 6h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 6h,cycle 후보 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,bipartite__sender_receiver__component__density__w6h,과거 6h local bipartite component 밀도,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 6h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric,밀도,현재 거래 시점 이전 6h,component 없음은 0 또는 결측 처리 정책 확인 필요,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,bipartite__sender_receiver__component__edge_count__w6h,과거 6h local bipartite component edge 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 6h 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 6h,edge 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,twohop__sender_receiver__temporal_path__count__w1d,과거 1d 2-hop path 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1d 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 1d,path 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,twohop__sender_receiver__time_valid_path__count__w1d,과거 1d 시간 순서 유효 2-hop path 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1d 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 1d,path 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,twohop__sender_receiver__amount_conservation_ratio__w1d,과거 1d 2-hop 금액 보존 비율,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1d 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 1d,path 없음 또는 분모 0은 결측 처리 정책 확인 필요,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,cycle__sender_receiver__triad_cycle_approx__count__w1d,과거 1d 3-node cycle 근사 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1d 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 1d,cycle 후보 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,bipartite__sender_receiver__component__density__w1d,과거 1d local bipartite component 밀도,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1d 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric,밀도,현재 거래 시점 이전 1d,component 없음은 0 또는 결측 처리 정책 확인 필요,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,bipartite__sender_receiver__component__edge_count__w1d,과거 1d local bipartite component edge 수,,,현재 sender/receiver 주변 구조를 현재 거래 시점 이전 1d 제한 window 또는 샘플에서 계산; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 1d,edge 없음은 0,,높음: 고비용 구조 계산에서 미래 edge 제외와 시간순서 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,고비용. ML-09 샘플에서 효과 확인 후 채택,ML
ml-09,topology__train_graph__sender__pagerank__wtrain,train graph 기준 sender 계좌 PageRank,,,train split edge만 사용해 PageRank를 계산한 뒤 validation/test에는 frozen score로 join,numeric,score,train split 기준 frozen score,train graph에 없는 계좌는 결측 또는 unseen_account flag 정책 확인 필요,,중간: train split graph만 사용하고 validation/test edge 미포함 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,전체 데이터 PageRank와 혼동 금지,ML
ml-09,topology__train_graph__sender__in_centrality__wtrain,train graph 기준 sender 계좌 in-centrality,,,train split edge만 사용해 in centrality를 계산한 뒤 validation/test에는 frozen score로 join,numeric,score,train split 기준 frozen score,train graph에 없는 계좌는 결측 또는 unseen_account flag 정책 확인 필요,,중간: train split graph만 사용하고 validation/test edge 미포함 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,전체 데이터 중심성과 혼동 금지,ML
ml-09,topology__train_graph__sender__out_centrality__wtrain,train graph 기준 sender 계좌 out-centrality,,,train split edge만 사용해 out centrality를 계산한 뒤 validation/test에는 frozen score로 join,numeric,score,train split 기준 frozen score,train graph에 없는 계좌는 결측 또는 unseen_account flag 정책 확인 필요,,중간: train split graph만 사용하고 validation/test edge 미포함 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,전체 데이터 중심성과 혼동 금지,ML
ml-09,topology__train_graph__sender__weak_component_size__wtrain,train graph 기준 sender 계좌 weak component size,,,train split edge만 사용해 weakly connected component size를 계산한 뒤 validation/test에는 frozen score로 join,numeric / int,개,train split 기준 frozen score,train graph에 없는 계좌는 결측 또는 unseen_account flag 정책 확인 필요,,중간: train split graph만 사용하고 validation/test edge 미포함 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,directed/weak 기준 metadata 기록 필요,ML
